period,LAD,SHEF_A_CODE,report_count,user_count,average
2012-6,,A47,1,1,1.0
2012-6,E06000045,A12,3,3,1.0
2012-6,E06000045,A20,3,3,1.0
2012-6,E06000045,A28,2,2,1.0
2012-6,E06000045,A29,19,16,1.1875
2012-6,E06000045,A33,6,4,1.5
2012-6,E06000045,A34,8,8,1.0
2012-6,E06000045,A41,13,11,1.1818181818181819
2012-6,E06000045,A47,10,9,1.1111111111111112
2012-6,E06000045,A54,9,9,1.0
2012-6,E06000045,A55,15,14,1.0714285714285714
2012-6,E06000045,A57,11,10,1.1
2012-6,E06000045,A60,20,16,1.25
2012-6,E06000045,A79,1,1,1.0
2012-6,E06000045,A82,1,1,1.0
2012-6,E06000045,A83,1,1,1.0
2012-6,E06000045,A86,1,1,1.0
2012-6,E07000194,A29,2,2,1.0
2012-6,E07000194,A33,1,1,1.0
2012-6,E07000194,A41,1,1,1.0
2012-6,E07000194,A54,2,2,1.0
2012-6,E07000194,A79,1,1,1.0
2012-6,E09000003,A1,28,24,1.1666666666666667
2012-6,E09000003,A2,42,16,2.625
2012-6,E09000003,A20,14,6,2.3333333333333335
2012-6,E09000003,A21,2,2,1.0
2012-6,E09000003,A28,39,2,19.5
2012-6,E09000003,A29,87,53,1.6415094339622642
2012-6,E09000003,A32,36,18,2.0
2012-6,E09000003,A33,44,4,11.0
2012-6,E09000003,A37,1,1,1.0
2012-6,E09000003,A47,10,6,1.6666666666666667
2012-6,E09000003,A48,5,4,1.25
2012-6,E09000003,A55,39,36,1.0833333333333333
2012-6,E09000003,A57,69,35,1.9714285714285715
2012-6,E09000003,A60,154,26,5.923076923076923
2012-6,E09000003,A72,6,6,1.0
2012-6,E09000003,A8,7,6,1.1666666666666667
2012-6,E09000003,A81,19,17,1.1176470588235294
2012-6,E09000003,A83,9,4,2.25
2012-6,E09000006,A1,30,29,1.0344827586206897
2012-6,E09000006,A16,6,6,1.0
2012-6,E09000006,A22,70,60,1.1666666666666667
2012-6,E09000006,A27,1,1,1.0
2012-6,E09000006,A33,7,7,1.0
2012-6,E09000006,A34,20,18,1.1111111111111112
2012-6,E09000006,A47,8,8,1.0
2012-6,E09000006,A52,28,28,1.0
2012-6,E09000006,A53,7,7,1.0
2012-6,E09000006,A55,83,75,1.1066666666666667
2012-6,E09000006,A57,33,33,1.0
2012-6,E09000006,A69,34,33,1.0303030303030303
2012-6,E09000006,A78,2,2,1.0
2012-6,E09000006,A79,42,39,1.0769230769230769
2012-6,E09000006,A8,34,28,1.2142857142857142
2012-6,E09000006,A81,39,37,1.054054054054054
2012-6,E09000006,A83,5,5,1.0
