period,LSOA,SHEF_C,report_count,user_count,average
2017-7,E01000645,Access,1,1,1.0
2017-7,E01000645,Environmental Disruptions,4,4,1.0
2017-7,E01000645,Environmental Health,2,2,1.0
2017-7,E01000645,Road Safety & Defects,2,2,1.0
2017-7,E01000646,Environmental Disruptions,2,2,1.0
2017-7,E01000646,Environmental Health,1,1,1.0
2017-7,E01000646,Road Safety & Defects,1,1,1.0
2017-7,E01000646,Vehicles,2,2,1.0
2017-7,E01000647,Access,1,1,1.0
2017-7,E01000647,Environmental Disruptions,1,1,1.0
2017-7,E01000647,Environmental Health,1,1,1.0
2017-7,E01000647,Road Safety & Defects,2,2,1.0
2017-7,E01000647,Vehicles,1,1,1.0
2017-7,E01000648,Environmental Disruptions,2,2,1.0
2017-7,E01000648,Environmental Health,2,2,1.0
2017-7,E01000648,Vehicles,1,1,1.0
2017-7,E01000649,Access,1,1,1.0
2017-7,E01000649,Environmental Disruptions,1,1,1.0
2017-7,E01000649,Environmental Health,2,2,1.0
2017-7,E01000649,Road Safety & Defects,2,2,1.0
2017-7,E01000649,Vehicles,1,1,1.0
2017-7,E01000650,Environmental Health,6,6,1.0
2017-7,E01000650,Road Safety & Defects,3,3,1.0
2017-7,E01000650,Vehicles,2,2,1.0
2017-7,E01000651,Environmental Disruptions,1,1,1.0
2017-7,E01000652,Environmental Disruptions,2,2,1.0
2017-7,E01000652,Environmental Health,2,2,1.0
2017-7,E01000653,Environmental Disruptions,1,1,1.0
2017-7,E01000653,Road Safety & Defects,1,1,1.0
2017-7,E01000653,Vehicles,1,1,1.0
2017-7,E01000654,Environmental Disruptions,1,1,1.0
2017-7,E01000654,Environmental Health,2,2,1.0
2017-7,E01000654,Road Safety & Defects,1,1,1.0
2017-7,E01000655,Environmental Disruptions,2,2,1.0
2017-7,E01000655,Environmental Health,2,2,1.0
2017-7,E01000656,Access,2,2,1.0
2017-7,E01000656,Environmental Disruptions,3,2,1.5
2017-7,E01000656,Environmental Health,6,4,1.5
2017-7,E01000656,Road Safety & Defects,5,5,1.0
2017-7,E01000656,Vehicles,3,3,1.0
2017-7,E01000657,Environmental Health,1,1,1.0
2017-7,E01000657,Road Safety & Defects,4,3,1.3333333333333333
2017-7,E01000658,Environmental Disruptions,2,2,1.0
2017-7,E01000658,Incivilities,1,1,1.0
2017-7,E01000658,Other,1,1,1.0
2017-7,E01000658,Road Safety & Defects,1,1,1.0
2017-7,E01000659,Environmental Disruptions,2,2,1.0
2017-7,E01000659,Environmental Health,3,3,1.0
2017-7,E01000659,Road Safety & Defects,5,2,2.5
2017-7,E01000659,Vehicles,1,1,1.0
2017-7,E01000661,Environmental Disruptions,1,1,1.0
2017-7,E01000661,Environmental Health,6,5,1.2
2017-7,E01000661,Road Safety & Defects,1,1,1.0
2017-7,E01000662,Environmental Disruptions,3,3,1.0
2017-7,E01000662,Environmental Health,1,1,1.0
2017-7,E01000663,Environmental Disruptions,3,2,1.5
2017-7,E01000663,Environmental Health,1,1,1.0
2017-7,E01000663,Road Safety & Defects,2,2,1.0
2017-7,E01000664,Access,1,1,1.0
2017-7,E01000664,Environmental Disruptions,3,3,1.0
2017-7,E01000664,Environmental Health,2,2,1.0
2017-7,E01000664,Road Safety & Defects,1,1,1.0
2017-7,E01000664,Vehicles,1,1,1.0
2017-7,E01000665,Environmental Disruptions,1,1,1.0
2017-7,E01000665,Environmental Health,2,2,1.0
2017-7,E01000665,Road Safety & Defects,5,5,1.0
2017-7,E01000666,Environmental Disruptions,3,3,1.0
2017-7,E01000666,Environmental Health,13,10,1.3
2017-7,E01000666,Road Safety & Defects,3,2,1.5
2017-7,E01000666,Vehicles,2,2,1.0
2017-7,E01000667,Environmental Disruptions,2,2,1.0
2017-7,E01000667,Environmental Health,2,2,1.0
2017-7,E01000667,Road Safety & Defects,5,4,1.25
2017-7,E01000668,Environmental Disruptions,2,2,1.0
2017-7,E01000668,Environmental Health,5,2,2.5
2017-7,E01000668,Road Safety & Defects,1,1,1.0
2017-7,E01000669,Environmental Disruptions,1,1,1.0
2017-7,E01000669,Road Safety & Defects,1,1,1.0
2017-7,E01000669,Vehicles,1,1,1.0
2017-7,E01000670,Access,1,1,1.0
2017-7,E01000670,Environmental Health,1,1,1.0
2017-7,E01000670,Incivilities,1,1,1.0
2017-7,E01000670,Road Safety & Defects,3,3,1.0
2017-7,E01000671,Environmental Health,3,2,1.5
2017-7,E01000671,Road Safety & Defects,2,2,1.0
2017-7,E01000671,Vehicles,1,1,1.0
2017-7,E01000672,Environmental Disruptions,1,1,1.0
2017-7,E01000672,Environmental Health,2,2,1.0
2017-7,E01000672,Road Safety & Defects,2,2,1.0
2017-7,E01000672,Vehicles,2,1,2.0
2017-7,E01000673,Environmental Disruptions,1,1,1.0
2017-7,E01000673,Environmental Health,1,1,1.0
2017-7,E01000673,Road Safety & Defects,1,1,1.0
2017-7,E01000674,Environmental Health,1,1,1.0
2017-7,E01000674,Road Safety & Defects,1,1,1.0
2017-7,E01000675,Environmental Disruptions,2,2,1.0
2017-7,E01000675,Environmental Health,10,7,1.4285714285714286
2017-7,E01000675,Road Safety & Defects,1,1,1.0
2017-7,E01000676,Environmental Health,3,3,1.0
2017-7,E01000676,Road Safety & Defects,2,2,1.0
2017-7,E01000677,Environmental Disruptions,1,1,1.0
2017-7,E01000677,Environmental Health,12,6,2.0
2017-7,E01000677,Other,2,1,2.0
2017-7,E01000677,Road Safety & Defects,1,1,1.0
2017-7,E01000677,Vehicles,1,1,1.0
2017-7,E01000678,Access,1,1,1.0
2017-7,E01000678,Environmental Disruptions,1,1,1.0
2017-7,E01000678,Environmental Health,2,2,1.0
2017-7,E01000678,Road Safety & Defects,2,2,1.0
2017-7,E01000679,Environmental Disruptions,3,3,1.0
2017-7,E01000679,Environmental Health,3,3,1.0
2017-7,E01000680,Environmental Disruptions,5,5,1.0
2017-7,E01000680,Environmental Health,6,5,1.2
2017-7,E01000680,Road Safety & Defects,3,3,1.0
2017-7,E01000680,Vehicles,2,2,1.0
2017-7,E01000681,Environmental Disruptions,2,2,1.0
2017-7,E01000681,Environmental Health,2,2,1.0
2017-7,E01000681,Road Safety & Defects,3,3,1.0
2017-7,E01000681,Vehicles,2,2,1.0
2017-7,E01000682,Environmental Disruptions,1,1,1.0
2017-7,E01000682,Environmental Health,4,3,1.3333333333333333
2017-7,E01000682,Road Safety & Defects,1,1,1.0
2017-7,E01000683,Access,1,1,1.0
2017-7,E01000683,Environmental Disruptions,5,3,1.6666666666666667
2017-7,E01000683,Environmental Health,1,1,1.0
2017-7,E01000683,Road Safety & Defects,3,3,1.0
2017-7,E01000683,Vehicles,1,1,1.0
2017-7,E01000684,Access,2,1,2.0
2017-7,E01000684,Environmental Disruptions,4,4,1.0
2017-7,E01000684,Vehicles,1,1,1.0
2017-7,E01000685,Environmental Disruptions,6,4,1.5
2017-7,E01000685,Environmental Health,6,6,1.0
2017-7,E01000686,Environmental Disruptions,1,1,1.0
2017-7,E01000686,Road Safety & Defects,3,3,1.0
2017-7,E01000687,Road Safety & Defects,3,3,1.0
2017-7,E01000688,Environmental Health,2,2,1.0
2017-7,E01000688,Road Safety & Defects,1,1,1.0
