period,LAD,report_count,user_count,average
2015-12,E07000061,89,61,1.459016393442623
2015-12,E07000062,82,57,1.4385964912280702
2015-12,E07000063,124,107,1.158878504672897
2015-12,E07000064,170,130,1.3076923076923077
2015-12,E07000065,294,203,1.4482758620689655
2015-12,E07000089,84,70,1.2
2015-12,E07000165,19,17,1.1176470588235294
2015-12,E07000177,113,95,1.1894736842105262
2015-12,E07000178,78,63,1.2380952380952381
2015-12,E07000179,166,135,1.2296296296296296
2015-12,E07000180,99,84,1.1785714285714286
2015-12,E07000181,91,76,1.1973684210526316
2015-12,E07000218,24,19,1.263157894736842
2015-12,E07000219,42,32,1.3125
2015-12,E07000220,41,34,1.2058823529411764
2015-12,E07000221,81,66,1.2272727272727273
2015-12,E07000222,74,66,1.121212121212121
2015-12,E07000243,283,49,5.775510204081633
2015-12,E09000006,1024,723,1.4163208852005533
2015-12,E09000011,297,254,1.169291338582677
